"","Timing","Event","event_type","H_A","added_time","match_date","event_player","match_id"
"2371",79,"MATT GRIMES (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD COBBLERS","HOME",0,"16-12-2017","MATT GRIMES",25
"2372",79,"ERHUN OZTUMER (WALSALL) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","HOME",0,"16-12-2017","NONE",25
"2373",79,"FOUL BY MATT GRIMES (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","MATT GRIMES",25
"2374",78,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY JON GUTHRIE.","CORNER COBBLERS","HOME",0,"16-12-2017","NONE",25
"2375",78,"ATTEMPT BLOCKED. CHRIS LONG (NORTHAMPTON TOWN) LEFT FOOTED SHOT FROM THE CENTRE OF THE BOX IS BLOCKED.","GOAL ATTEMPT COBBLERS","HOME",0,"16-12-2017","CHRIS LONG",25
"2376",77,"AARON PIERRE (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","HOME",0,"16-12-2017","AARON PIERRE",25
"2377",77,"FOUL BY DANIEL AGYEI (WALSALL).","FOUL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2378",77,"DANIEL AGYEI (WALSALL) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2379",76,"FOUL BY MATT CROOKS (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","MATT CROOKS",25
"2380",76,"ERHUN OZTUMER (WALSALL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","HOME",0,"16-12-2017","NONE",25
"2381",74,"ATTEMPT MISSED. LUKE LEAHY (WALSALL) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS CLOSE, BUT MISSES TO THE RIGHT.","GOAL ATTEMPT OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2382",74,"CORNER,  WALSALL. CONCEDED BY BRENDON MOLONEY.","CORNER OPPOSITION","HOME",0,"16-12-2017","BRENDON MOLONEY",25
"2383",73,"ATTEMPT MISSED. SAM FOLEY (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX MISSES TO THE LEFT.","GOAL ATTEMPT COBBLERS","HOME",0,"16-12-2017","SAM FOLEY",25
"2384",72,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY MARK GILLESPIE.","CORNER COBBLERS","HOME",0,"16-12-2017","NONE",25
"2385",72,"ATTEMPT SAVED. MATT GRIMES (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE TOP RIGHT CORNER.","GOAL ATTEMPT COBBLERS","HOME",0,"16-12-2017","MATT GRIMES",25
"2386",71,"CHRIS LONG (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","HOME",0,"16-12-2017","CHRIS LONG",25
"2387",71,"FOUL BY JOE EDWARDS (WALSALL).","FOUL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2388",71,"JOE EDWARDS (WALSALL) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2389",65,"SUBSTITUTION, WALSALL. DANIEL AGYEI REPLACES KIERON MORRIS.","SUBSTITUTION OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2390",64,"SAM FOLEY (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD COBBLERS","HOME",0,"16-12-2017","SAM FOLEY",25
"2391",64,"FOUL BY SAM FOLEY (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","SAM FOLEY",25
"2392",64,"KIERON MORRIS (WALSALL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","HOME",0,"16-12-2017","NONE",25
"2393",61,"FOUL BY SAM FOLEY (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","SAM FOLEY",25
"2394",61,"KIERON MORRIS (WALSALL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","HOME",0,"16-12-2017","NONE",25
"2395",59,"FOUL BY MATT CROOKS (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","MATT CROOKS",25
"2396",59,"JOE EDWARDS (WALSALL) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","HOME",0,"16-12-2017","NONE",25
"2397",57,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY ADAM CHAMBERS.","CORNER COBBLERS","HOME",0,"16-12-2017","NONE",25
"2398",51,"DELAY IN MATCH JOHN-JOE O'TOOLE (NORTHAMPTON TOWN) BECAUSE OF AN INJURY.","INJURY COBBLERS","HOME",0,"16-12-2017","JOHN-JOE O'TOOLE",25
"2399",47,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY JON GUTHRIE.","CORNER COBBLERS","HOME",0,"16-12-2017","NONE",25
"2400",47,"ATTEMPT BLOCKED. LEWIS MCGUGAN (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT COBBLERS","HOME",0,"16-12-2017","LEWIS MCGUGAN",25
"2401",46,"FOUL BY JOHN-JOE O'TOOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","JOHN-JOE O'TOOLE",25
"2402",46,"LUKE LEAHY (WALSALL) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK OPPOSITION - RIGHT WING","HOME",0,"16-12-2017","NONE",25
"2403",45,"SECOND HALF BEGINS NORTHAMPTON TOWN 2, WALSALL 1.","NONE","HOME",0,"16-12-2017","NONE",25
"2404",45,"FIRST HALF ENDS, NORTHAMPTON TOWN 2, WALSALL 1.","NONE","HOME",3,"16-12-2017","NONE",25
"2405",45,"FOUL BY ADAM CHAMBERS (WALSALL).","FOUL OPPOSITION","HOME",1,"16-12-2017","NONE",25
"2406",45,"JOHN-JOE O'TOOLE (NORTHAMPTON TOWN) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK COBBLERS","HOME",1,"16-12-2017","JOHN-JOE O'TOOLE",25
"2407",41,"GOAL!  NORTHAMPTON TOWN 2, WALSALL 1. CHRIS LONG (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX TO THE BOTTOM LEFT CORNER. ASSISTED BY DAVID BUCHANAN.","GOAL COBBLERS","HOME",0,"16-12-2017","CHRIS LONG",25
"2408",40,"FOUL BY AMADOU BAKAYOKO (WALSALL).","FOUL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2409",40,"LEWIS MCGUGAN (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","HOME",0,"16-12-2017","LEWIS MCGUGAN",25
"2410",40,"ATTEMPT SAVED. SAM FOLEY (NORTHAMPTON TOWN) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE BOTTOM LEFT CORNER.","GOAL ATTEMPT COBBLERS","HOME",0,"16-12-2017","SAM FOLEY",25
"2411",39,"FOUL BY JAMES WILSON (WALSALL).","FOUL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2412",39,"JOHN-JOE O'TOOLE (NORTHAMPTON TOWN) WINS A FREE KICK ON THE LEFT WING.","FREE KICK COBBLERS","HOME",0,"16-12-2017","JOHN-JOE O'TOOLE",25
"2413",37,"DAVID BUCHANAN (NORTHAMPTON TOWN) WINS A FREE KICK ON THE LEFT WING.","FREE KICK COBBLERS","HOME",0,"16-12-2017","DAVID BUCHANAN",25
"2414",37,"FOUL BY ZELI ISMAIL (WALSALL).","FOUL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2415",35,"MATT CROOKS (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","HOME",0,"16-12-2017","MATT CROOKS",25
"2416",35,"FOUL BY JOE EDWARDS (WALSALL).","FOUL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2417",31,"ATTEMPT MISSED. LUKE LEAHY (WALSALL) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS CLOSE, BUT MISSES TO THE RIGHT.","GOAL ATTEMPT OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2418",30,"ZELI ISMAIL (WALSALL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","HOME",0,"16-12-2017","NONE",25
"2419",30,"FOUL BY JOHN-JOE O'TOOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","JOHN-JOE O'TOOLE",25
"2420",28,"ATTEMPT MISSED. ZELI ISMAIL (WALSALL) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS JUST A BIT TOO HIGH.","GOAL ATTEMPT OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2421",27,"FOUL BY JOHN-JOE O'TOOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","JOHN-JOE O'TOOLE",25
"2422",27,"LIAM KINSELLA (WALSALL) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","HOME",0,"16-12-2017","NONE",25
"2423",27,"FOUL BY AMADOU BAKAYOKO (WALSALL).","FOUL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2424",27,"AARON PIERRE (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","HOME",0,"16-12-2017","AARON PIERRE",25
"2425",26,"ATTEMPT MISSED. AMADOU BAKAYOKO (WALSALL) RIGHT FOOTED SHOT FROM THE RIGHT SIDE OF THE BOX MISSES TO THE LEFT FOLLOWING A SET PIECE SITUATION.","GOAL ATTEMPT OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2426",24,"FOUL BY LEWIS MCGUGAN (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","LEWIS MCGUGAN",25
"2427",24,"ADAM CHAMBERS (WALSALL) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK OPPOSITION - RIGHT WING","HOME",0,"16-12-2017","NONE",25
"2428",24,"ADAM CHAMBERS (WALSALL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","HOME",0,"16-12-2017","NONE",25
"2429",24,"FOUL BY JOHN-JOE O'TOOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","JOHN-JOE O'TOOLE",25
"2430",23,"DELAY OVER. THEY ARE READY TO CONTINUE.","NONE","HOME",0,"16-12-2017","NONE",25
"2431",22,"SUBSTITUTION, WALSALL. JOE EDWARDS REPLACES FLORENT CUVELIER BECAUSE OF AN INJURY.","SUBSTITUTION OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2432",22,"DELAY IN MATCH FLORENT CUVELIER (WALSALL) BECAUSE OF AN INJURY.","INJURY OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2433",19,"FLORENT CUVELIER (WALSALL) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","HOME",0,"16-12-2017","NONE",25
"2434",19,"FOUL BY MATT CROOKS (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","MATT CROOKS",25
"2435",16,"ASH TAYLOR (NORTHAMPTON TOWN) WINS A FREE KICK ON THE LEFT WING.","FREE KICK COBBLERS","HOME",0,"16-12-2017","ASH TAYLOR",25
"2436",16,"FOUL BY LUKE LEAHY (WALSALL).","FOUL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2437",16,"ATTEMPT SAVED. KIERON MORRIS (WALSALL) RIGHT FOOTED SHOT FROM THE LEFT SIDE OF THE BOX IS SAVED IN THE TOP CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2438",13,"CORNER,  WALSALL. CONCEDED BY AARON PIERRE.","CORNER OPPOSITION","HOME",0,"16-12-2017","AARON PIERRE",25
"2439",13,"ATTEMPT BLOCKED. ERHUN OZTUMER (WALSALL) LEFT FOOTED SHOT FROM THE CENTRE OF THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2440",12,"FOUL BY JAMES WILSON (WALSALL).","FOUL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2441",12,"JOHN-JOE O'TOOLE (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","HOME",0,"16-12-2017","JOHN-JOE O'TOOLE",25
"2442",9,"DELAY OVER. THEY ARE READY TO CONTINUE.","NONE","HOME",0,"16-12-2017","NONE",25
"2443",9,"DELAY IN MATCH ZELI ISMAIL (WALSALL) BECAUSE OF AN INJURY.","INJURY OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2444",7,"FOUL BY JOHN-JOE O'TOOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","HOME",0,"16-12-2017","JOHN-JOE O'TOOLE",25
"2445",7,"JON GUTHRIE (WALSALL) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","HOME",0,"16-12-2017","NONE",25
"2446",7,"HAND BALL BY AMADOU BAKAYOKO (WALSALL).","HANDBALL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2447",4,"GOAL!  NORTHAMPTON TOWN 1, WALSALL 1. CHRIS LONG (NORTHAMPTON TOWN) HEADER FROM VERY CLOSE RANGE TO THE BOTTOM LEFT CORNER.","GOAL COBBLERS","HOME",0,"16-12-2017","CHRIS LONG",25
"2448",2,"GOAL!  NORTHAMPTON TOWN 0, WALSALL 1. ERHUN OZTUMER (WALSALL) LEFT FOOTED SHOT FROM THE CENTRE OF THE BOX TO THE BOTTOM RIGHT CORNER. ASSISTED BY AMADOU BAKAYOKO.","GOAL OPPOSITION","HOME",0,"16-12-2017","NONE",25
"2449",0,"FIRST HALF BEGINS.","NONE","HOME",0,"16-12-2017","NONE",25
"2450",NA,"LINEUPS ARE ANNOUNCED AND PLAYERS ARE WARMING UP.","NONE","HOME",0,"16-12-2017","NONE",25
"2451",0,"MATCH ENDS, OLDHAM ATHLETIC 5, NORTHAMPTON TOWN 1.","NONE","AWAY",0,"09-12-2017","NONE",26
"2452",90,"SECOND HALF ENDS, OLDHAM ATHLETIC 5, NORTHAMPTON TOWN 1.","NONE","AWAY",4,"09-12-2017","NONE",26
"2453",90,"GOAL!  OLDHAM ATHLETIC 5, NORTHAMPTON TOWN 1. CRAIG DAVIES (OLDHAM ATHLETIC) LEFT FOOTED SHOT FROM THE LEFT SIDE OF THE SIX YARD BOX TO THE TOP LEFT CORNER. ASSISTED BY AARON HOLLOWAY.","GOAL OPPOSITION","AWAY",3,"09-12-2017","NONE",26
"2454",90,"ATTEMPT BLOCKED. CHRIS LONG (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM THE RIGHT SIDE OF THE BOX IS BLOCKED.","GOAL ATTEMPT COBBLERS","AWAY",1,"09-12-2017","CHRIS LONG",26
"2455",89,"SUBSTITUTION, OLDHAM ATHLETIC. AARON HOLLOWAY REPLACES JACK BYRNE.","SUBSTITUTION OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2456",87,"SUBSTITUTION, OLDHAM ATHLETIC. CRAIG DAVIES REPLACES GEVARO NEPOMUCENO.","SUBSTITUTION OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2457",86,"CORNER,  OLDHAM ATHLETIC. CONCEDED BY DAVID BUCHANAN.","CORNER OPPOSITION","AWAY",0,"09-12-2017","DAVID BUCHANAN",26
"2458",86,"ATTEMPT SAVED. GEORGE SMITH (NORTHAMPTON TOWN) HEADER FROM VERY CLOSE RANGE IS SAVED IN THE TOP CENTRE OF THE GOAL.","GOAL ATTEMPT COBBLERS","AWAY",0,"09-12-2017","GEORGE SMITH",26
"2459",84,"OUSMANE FANE (OLDHAM ATHLETIC) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2460",84,"FOUL BY OUSMANE FANE (OLDHAM ATHLETIC).","FOUL OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2461",84,"BRENDON MOLONEY (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","AWAY",0,"09-12-2017","BRENDON MOLONEY",26
"2462",82,"ATTEMPT SAVED. RYAN FLYNN (OLDHAM ATHLETIC) RIGHT FOOTED SHOT FROM THE LEFT SIDE OF THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2463",82,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY JOHNY PLACIDE.","CORNER COBBLERS","AWAY",0,"09-12-2017","NONE",26
"2464",82,"ATTEMPT SAVED. CHRIS LONG (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX IS SAVED IN THE TOP LEFT CORNER.","GOAL ATTEMPT COBBLERS","AWAY",0,"09-12-2017","CHRIS LONG",26
"2465",80,"DAVID BUCHANAN (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","AWAY",0,"09-12-2017","DAVID BUCHANAN",26
"2466",80,"FOUL BY JACK BYRNE (OLDHAM ATHLETIC).","FOUL OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2467",78,"ATTEMPT SAVED. JACK BYRNE (OLDHAM ATHLETIC) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2468",77,"OUSMANE FANE (OLDHAM ATHLETIC) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK OPPOSITION - DEFENSIVE HALF","AWAY",0,"09-12-2017","NONE",26
"2469",77,"FOUL BY JOHN-JOE O'TOOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"09-12-2017","JOHN-JOE O'TOOLE",26
"2470",77,"SUBSTITUTION, OLDHAM ATHLETIC. RYAN FLYNN REPLACES TOPE OBADEYI.","SUBSTITUTION OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2471",77,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY ANTHONY GERRARD.","CORNER COBBLERS","AWAY",0,"09-12-2017","NONE",26
"2472",76,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY DAN GARDNER.","CORNER COBBLERS","AWAY",0,"09-12-2017","NONE",26
"2473",74,"CAMERON DUMMIGAN (OLDHAM ATHLETIC) WINS A FREE KICK ON THE LEFT WING.","FREE KICK OPPOSITION - LEFT WING","AWAY",0,"09-12-2017","NONE",26
"2474",74,"FOUL BY JOHN-JOE O'TOOLE (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"09-12-2017","JOHN-JOE O'TOOLE",26
"2475",68,"ATTEMPT BLOCKED. MATT CROOKS (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX IS BLOCKED.","GOAL ATTEMPT COBBLERS","AWAY",0,"09-12-2017","MATT CROOKS",26
"2476",67,"ATTEMPT MISSED. EOIN DOYLE (OLDHAM ATHLETIC) HEADER FROM THE CENTRE OF THE BOX IS JUST A BIT TOO HIGH.","GOAL ATTEMPT OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2477",66,"SUBSTITUTION, NORTHAMPTON TOWN. GEORGE SMITH REPLACES BILLY WATERS.","SUBSTITUTION COBBLERS","AWAY",0,"09-12-2017","NONE",26
"2478",66,"BILLY WATERS (NORTHAMPTON TOWN) WINS A FREE KICK IN THE DEFENSIVE HALF.","FREE KICK COBBLERS","AWAY",0,"09-12-2017","BILLY WATERS",26
"2479",66,"FOUL BY DAN GARDNER (OLDHAM ATHLETIC).","FOUL OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2480",63,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY JOHNY PLACIDE.","CORNER COBBLERS","AWAY",0,"09-12-2017","NONE",26
"2481",63,"ATTEMPT SAVED. MATT CROOKS (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS SAVED IN THE TOP RIGHT CORNER.","GOAL ATTEMPT COBBLERS","AWAY",0,"09-12-2017","MATT CROOKS",26
"2482",60,"GOAL!  OLDHAM ATHLETIC 4, NORTHAMPTON TOWN 1. GEVARO NEPOMUCENO (OLDHAM ATHLETIC) RIGHT FOOTED SHOT FROM VERY CLOSE RANGE TO THE CENTRE OF THE GOAL.","GOAL OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2483",60,"ATTEMPT SAVED. EOIN DOYLE (OLDHAM ATHLETIC) RIGHT FOOTED SHOT FROM THE RIGHT SIDE OF THE BOX IS SAVED IN THE BOTTOM RIGHT CORNER.","GOAL ATTEMPT OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2484",57,"ATTEMPT MISSED. MATT CROOKS (NORTHAMPTON TOWN) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS TOO HIGH.","GOAL ATTEMPT COBBLERS","AWAY",0,"09-12-2017","MATT CROOKS",26
"2485",55,"ATTEMPT BLOCKED. DAN GARDNER (OLDHAM ATHLETIC) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2486",55,"CORNER,  OLDHAM ATHLETIC. CONCEDED BY MATT CROOKS.","CORNER OPPOSITION","AWAY",0,"09-12-2017","MATT CROOKS",26
"2487",55,"ATTEMPT BLOCKED. EOIN DOYLE (OLDHAM ATHLETIC) RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2488",54,"ATTEMPT SAVED. EOIN DOYLE (OLDHAM ATHLETIC) LEFT FOOTED SHOT FROM THE CENTRE OF THE BOX IS SAVED IN THE CENTRE OF THE GOAL.","GOAL ATTEMPT OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2489",53,"ATTEMPT BLOCKED. DAN GARDNER (OLDHAM ATHLETIC) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2490",51,"ATTEMPT BLOCKED. TOPE OBADEYI (OLDHAM ATHLETIC) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS BLOCKED.","GOAL ATTEMPT OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2491",47,"GOAL!  OLDHAM ATHLETIC 3, NORTHAMPTON TOWN 1. SAM FOLEY (NORTHAMPTON TOWN) RIGHT FOOTED SHOT FROM THE CENTRE OF THE BOX TO THE CENTRE OF THE GOAL. ASSISTED BY CHRIS LONG.","GOAL COBBLERS","AWAY",0,"09-12-2017","SAM FOLEY",26
"2492",45,"SECOND HALF BEGINS OLDHAM ATHLETIC 3, NORTHAMPTON TOWN 0.","NONE","AWAY",0,"09-12-2017","NONE",26
"2493",45,"SUBSTITUTION, NORTHAMPTON TOWN. JOHN-JOE O'TOOLE REPLACES REGAN POOLE.","SUBSTITUTION COBBLERS","AWAY",0,"09-12-2017","NONE",26
"2494",45,"FIRST HALF ENDS, OLDHAM ATHLETIC 3, NORTHAMPTON TOWN 0.","NONE","AWAY",4,"09-12-2017","NONE",26
"2495",45,"GOAL!  OLDHAM ATHLETIC 3, NORTHAMPTON TOWN 0. JACK BYRNE (OLDHAM ATHLETIC) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX TO THE BOTTOM LEFT CORNER. ASSISTED BY DAN GARDNER.","GOAL OPPOSITION","AWAY",2,"09-12-2017","NONE",26
"2496",45,"ASH TAYLOR (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD.","YELLOW CARD COBBLERS","AWAY",1,"09-12-2017","ASH TAYLOR",26
"2497",45,"ATTEMPT MISSED. ASH TAYLOR (NORTHAMPTON TOWN) HEADER FROM THE RIGHT SIDE OF THE BOX IS JUST A BIT TOO HIGH.","GOAL ATTEMPT COBBLERS","AWAY",1,"09-12-2017","ASH TAYLOR",26
"2498",45,"CORNER,  NORTHAMPTON TOWN. CONCEDED BY ROB HUNT.","CORNER COBBLERS","AWAY",0,"09-12-2017","NONE",26
"2499",42,"ANTHONY GERRARD (OLDHAM ATHLETIC) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","AWAY",0,"09-12-2017","NONE",26
"2500",42,"FOUL BY MATT CROOKS (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"09-12-2017","MATT CROOKS",26
"2501",41,"GEVARO NEPOMUCENO (OLDHAM ATHLETIC) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2502",40,"FOUL BY GEVARO NEPOMUCENO (OLDHAM ATHLETIC).","FOUL OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2503",40,"BRENDON MOLONEY (NORTHAMPTON TOWN) WINS A FREE KICK ON THE LEFT WING.","FREE KICK COBBLERS","AWAY",0,"09-12-2017","BRENDON MOLONEY",26
"2504",38,"MATT GRIMES (NORTHAMPTON TOWN) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK COBBLERS","AWAY",0,"09-12-2017","MATT GRIMES",26
"2505",38,"FOUL BY DAN GARDNER (OLDHAM ATHLETIC).","FOUL OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2506",37,"FOUL BY TOPE OBADEYI (OLDHAM ATHLETIC).","FOUL OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2507",37,"ASH TAYLOR (NORTHAMPTON TOWN) WINS A FREE KICK ON THE RIGHT WING.","FREE KICK COBBLERS","AWAY",0,"09-12-2017","ASH TAYLOR",26
"2508",36,"DAVID BUCHANAN (NORTHAMPTON TOWN) IS SHOWN THE YELLOW CARD FOR A BAD FOUL.","YELLOW CARD COBBLERS","AWAY",0,"09-12-2017","DAVID BUCHANAN",26
"2509",36,"DAN GARDNER (OLDHAM ATHLETIC) WINS A FREE KICK IN THE ATTACKING HALF.","FREE KICK OPPOSITION - ATTACKING HALF","AWAY",0,"09-12-2017","NONE",26
"2510",36,"FOUL BY DAVID BUCHANAN (NORTHAMPTON TOWN).","FOUL COBBLERS","AWAY",0,"09-12-2017","DAVID BUCHANAN",26
"2511",35,"ATTEMPT MISSED. JACK BYRNE (OLDHAM ATHLETIC) RIGHT FOOTED SHOT FROM OUTSIDE THE BOX IS JUST A BIT TOO HIGH.","GOAL ATTEMPT OPPOSITION","AWAY",0,"09-12-2017","NONE",26
"2512",34,"ATTEMPT MISSED. MATT GRIMES (NORTHAMPTON TOWN) LEFT FOOTED SHOT FROM OUTSIDE THE BOX IS CLOSE, BUT MISSES TO THE RIGHT.","GOAL ATTEMPT COBBLERS","AWAY",0,"09-12-2017","MATT GRIMES",26
